Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"maven-maven-3.3.0/apache-maven/pom.xml",maven-maven-3.3.0/apache-maven/pom.xml,0,0,0,0,216,11,190,16,,,,,0,,,0,,0,,,,,,,,,,216,0,0,0,11,0,0,0,190,0,0,,,16,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.08,0,0,0,0
File,"maven-maven-3.3.0/apache-maven/src/conf/settings.xml",maven-maven-3.3.0/apache-maven/src/conf/settings.xml,0,0,0,0,257,18,15,224,,,,,0,,,0,,0,,,,,,,,,,257,0,0,0,18,0,0,0,15,0,0,,,224,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,14.93,0,0,0,0
File,"maven-maven-3.3.0/apache-maven/src/conf/toolchains.xml",maven-maven-3.3.0/apache-maven/src/conf/toolchains.xml,0,0,0,0,103,10,4,89,,,,,0,,,0,,0,,,,,,,,,,103,0,0,0,10,0,0,0,4,0,0,,,89,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,22.25,0,0,0,0
File,"maven-maven-3.3.0/apache-maven/src/main/assembly/bin.xml",maven-maven-3.3.0/apache-maven/src/main/assembly/bin.xml,0,0,0,0,94,3,74,17,,,,,0,,,0,,0,,,,,,,,,,94,0,0,0,3,0,0,0,74,0,0,,,17,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.23,0,0,0,0
File,"maven-maven-3.3.0/apache-maven/src/main/assembly/src.xml",maven-maven-3.3.0/apache-maven/src/main/assembly/src.xml,0,0,0,0,49,4,28,17,,,,,0,,,0,,0,,,,,,,,,,49,0,0,0,4,0,0,0,28,0,0,,,17,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.61,0,0,0,0
File,"maven-maven-3.3.0/apache-maven/src/site/site.xml",maven-maven-3.3.0/apache-maven/src/site/site.xml,0,0,0,0,29,4,9,16,,,,,0,,,0,,0,,,,,,,,,,29,0,0,0,4,0,0,0,9,0,0,,,16,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,1.78,0,0,0,0
File,"maven-maven-3.3.0/apache-maven/src/test/java/org/apache/maven/settings/GlobalSettingsTest.java",maven-maven-3.3.0/apache-maven/src/test/java/org/apache/maven/settings/GlobalSettingsTest.java,1,1,1,1,18,2,16,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,59,,,,9,,,,27,,,14,8,23,,,,,,,13,16,12,,,4,,,,,,,,1,1,1,1,,,1,,,,0.85,1,1,1,1
File,"maven-maven-3.3.0/build.xml",maven-maven-3.3.0/build.xml,0,0,0,0,307,35,231,41,,,,,0,,,0,,0,,,,,,,,,,307,0,0,0,35,0,0,0,231,0,0,,,41,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.18,0,0,0,0
File,"maven-maven-3.3.0/maven-aether-provider/pom.xml",maven-maven-3.3.0/maven-aether-provider/pom.xml,0,0,0,0,130,12,101,18,,,,,0,,,0,,0,,,,,,,,,,130,0,0,0,12,0,0,0,101,0,0,,,18,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.18,0,0,0,0
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/ArtifactDescriptorReaderDelegate.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/ArtifactDescriptorReaderDelegate.java,3,3,4,1,24,3,20,0,,,,,1,0,0,4,,4,4,0,4,,0,3,0,1,,153,,,,21,,,,108,,,45,47,24,,,,,,,60,80,49,,,31,,,,,,,,7,7,7,1,,,2,,,,0.22,15,15,17,4
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/ArtifactDescriptorUtils.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/ArtifactDescriptorUtils.java,2,2,2,1,13,1,12,0,,,,,1,3,0,3,,3,0,0,3,,0,0,0,3,,81,,,,11,,,,46,,,16,19,24,,,,,,,20,28,15,,,13,,,,,,,,4,4,4,1,,,2,,,,0.52,7,7,8,3
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultArtifactDescriptorReader.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultArtifactDescriptorReader.java,2,2,2,1,17,1,16,0,,,,,1,0,0,18,,18,18,7,18,,2,6,0,10,,435,,,,49,,,,361,,,123,155,25,,,,,,,176,223,101,,,122,,,,,,,,16,16,16,12,,,4,,,,0.07,46,46,46,29
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultModelCache.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultModelCache.java,1,1,2,1,8,0,7,0,,,,,2,1,0,7,,7,6,7,7,,0,1,0,6,,119,,,,21,,,,75,,,25,26,23,,,,,,,32,44,22,,,22,,,,,,,,3,3,7,3,,,1,,,,0.31,10,10,14,9
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultModelResolver.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultModelResolver.java,1,1,2,1,15,1,13,0,,,,,2,1,0,9,,9,8,9,9,,0,2,0,7,,229,,,,39,,,,165,,,69,66,25,,,,,,,83,100,56,,,44,,,,,,,,4,4,6,4,,,2,,,,0.15,16,16,18,12
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionRangeResolver.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionRangeResolver.java,2,2,2,1,18,1,16,0,,,,,1,0,1,12,,12,12,4,12,,2,3,0,7,,322,,,,46,,,,253,,,98,101,23,,,,,,,122,159,87,,,72,,,,,,,,8,8,8,1,,,4,,,,0.09,31,31,32,12
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionResolver.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionResolver.java,3,3,4,1,20,1,18,0,,,,,4,0,4,23,,23,23,20,23,,2,8,0,13,,636,,,,93,,,,511,,,160,234,32,,,,,,,234,310,146,,,164,,,,,,,,20,20,25,3,,,6,,,,0.06,69,69,92,27
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/LocalSnapshotMetadata.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/LocalSnapshotMetadata.java,1,1,1,1,8,0,7,0,,,,,1,2,0,13,,13,11,2,13,,0,2,1,10,,163,,,,29,,,,113,,,37,45,21,,,,,,,51,73,37,,,36,,,,,,,,6,6,6,1,,,4,,,,0.19,19,19,19,13
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/LocalSnapshotMetadataGenerator.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/LocalSnapshotMetadataGenerator.java,1,1,1,1,8,0,7,0,,,,,1,0,0,4,,4,4,2,4,,0,0,0,4,,82,,,,13,,,,48,,,21,13,21,,,,,,,23,32,21,,,11,,,,,,,,4,4,4,1,,,3,,,,0.44,7,7,7,4
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/MavenAetherModule.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/MavenAetherModule.java,1,1,1,1,13,0,13,3,,,,,1,0,0,2,,2,2,0,2,,1,0,1,0,,76,,,,9,,,,49,,,27,17,24,,,,,,,27,30,20,,,10,,,,,,,,1,1,1,1,,,0,,,,0.49,2,2,2,2
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/MavenMetadata.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/MavenMetadata.java,1,1,1,1,9,0,8,0,,,,,1,1,1,9,,10,9,3,10,,1,1,2,6,,150,,,,23,,,,106,,,41,33,21,,,,,,,46,59,35,,,24,,,,,,,,4,4,4,4,,,1,,,,0.20,13,13,13,12
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/MavenRepositorySystemUtils.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/MavenRepositorySystemUtils.java,1,1,1,1,25,2,17,5,,,,,1,2,0,3,,3,1,0,3,,0,1,0,2,,141,,,,16,,,,84,,,42,40,41,,,,,,,65,71,41,,,30,,,,,,,,2,2,2,1,,,1,,,,0.49,4,4,4,3
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/MavenSnapshotMetadata.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/MavenSnapshotMetadata.java,1,1,1,1,5,0,4,0,,,,,1,2,1,10,,10,8,2,10,,0,0,3,7,,100,,,,17,,,,62,,,22,19,21,,,,,,,25,37,21,,,16,,,,,,,,2,2,2,1,,,1,,,,0.34,11,11,11,10
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/MavenWorkspaceReader.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/MavenWorkspaceReader.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,32,,,,5,,,,9,,,7,0,18,,,,,,,5,6,6,,,0,,,,,,,,0,0,0,0,,,0,,,,2.00,0,0,0,0
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/RelocatedArtifact.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/RelocatedArtifact.java,1,1,2,1,7,0,7,0,,,,,1,0,0,9,,9,9,4,9,,0,0,0,9,,116,,,,18,,,,77,,,20,23,21,,,,,,,25,39,19,,,20,,,,,,,,5,5,8,1,,,1,,,,0.27,16,16,19,9
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/RemoteSnapshotMetadata.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/RemoteSnapshotMetadata.java,2,2,2,1,16,2,14,0,,,,,1,1,0,6,,6,5,1,6,,0,2,1,3,,152,,,,25,,,,106,,,37,47,21,,,,,,,53,71,37,,,34,,,,,,,,8,8,8,1,,,3,,,,0.20,15,15,16,6
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/RemoteSnapshotMetadataGenerator.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/RemoteSnapshotMetadataGenerator.java,2,2,3,1,14,1,12,1,,,,,1,0,0,4,,4,4,2,4,,0,0,0,4,,107,,,,15,,,,65,,,24,22,27,,,,,,,28,42,25,,,17,,,,,,,,4,4,4,1,,,3,,,,0.42,11,11,12,4
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/SnapshotMetadataGeneratorFactory.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/SnapshotMetadataGeneratorFactory.java,1,1,1,1,4,0,4,0,,,,,1,0,0,3,,3,3,0,3,,0,0,0,3,,52,,,,7,,,,24,,,13,3,21,,,,,,,10,14,11,,,3,,,,,,,,1,1,1,1,,,0,,,,0.88,3,3,3,3
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/VersionsMetadata.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/VersionsMetadata.java,1,1,1,1,7,0,6,0,,,,,1,2,0,11,,11,9,1,11,,0,1,1,9,,133,,,,22,,,,90,,,28,32,21,,,,,,,37,54,26,,,28,,,,,,,,4,4,4,1,,,2,,,,0.23,17,17,17,11
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/VersionsMetadataGenerator.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/VersionsMetadataGenerator.java,1,1,1,1,9,0,8,1,,,,,1,0,0,6,,6,6,2,6,,0,1,0,5,,108,,,,15,,,,66,,,26,20,27,,,,,,,31,43,27,,,16,,,,,,,,4,4,4,1,,,3,,,,0.41,11,11,11,6
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/VersionsMetadataGeneratorFactory.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/VersionsMetadataGeneratorFactory.java,1,1,1,1,4,0,4,0,,,,,1,0,0,3,,3,3,0,3,,0,0,0,3,,52,,,,7,,,,24,,,13,3,21,,,,,,,10,14,11,,,3,,,,,,,,1,1,1,1,,,0,,,,0.88,3,3,3,3
File,"maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/package-info.java",maven-maven-3.3.0/maven-aether-provider/src/main/java/org/apache/maven/repository/internal/package-info.java,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,24,,,,1,,,,1,,,1,0,22,,,,,,,1,1,1,,,0,,,,,,,,0,0,0,0,,,0,,,,22.00,0,0,0,0
File,"maven-maven-3.3.0/maven-aether-provider/src/site/site.xml",maven-maven-3.3.0/maven-aether-provider/src/site/site.xml,0,0,0,0,36,5,14,17,,,,,0,,,0,,0,,,,,,,,,,36,0,0,0,5,0,0,0,14,0,0,,,17,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,1.21,0,0,0,0
File,"maven-maven-3.3.0/maven-aether-provider/src/test/java/org/apache/maven/repository/internal/AbstractRepositoryTestCase.java",maven-maven-3.3.0/maven-aether-provider/src/test/java/org/apache/maven/repository/internal/AbstractRepositoryTestCase.java,1,1,1,1,7,0,7,0,,,,,1,2,0,5,,5,3,2,5,,0,0,3,2,,87,,,,13,,,,56,,,29,17,18,,,,,,,30,36,22,,,14,,,,,,,,1,1,1,1,,,0,,,,0.32,5,5,5,5
File,"maven-maven-3.3.0/maven-aether-provider/src/test/java/org/apache/maven/repository/internal/DefaultArtifactDescriptorReaderTest.java",maven-maven-3.3.0/maven-aether-provider/src/test/java/org/apache/maven/repository/internal/DefaultArtifactDescriptorReaderTest.java,4,4,4,1,40,11,26,3,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,77,,,,16,,,,40,,,19,16,21,,,,,,,23,29,18,,,11,,,,,,,,4,4,4,1,,,2,,,,0.53,4,4,4,1
File,"maven-maven-3.3.0/maven-aether-provider/src/test/java/org/apache/maven/repository/internal/DefaultVersionResolverTest.java",maven-maven-3.3.0/maven-aether-provider/src/test/java/org/apache/maven/repository/internal/DefaultVersionResolverTest.java,1,1,1,1,14,1,12,0,,,,,1,0,0,4,,4,4,1,4,,0,0,2,2,,96,,,,14,,,,63,,,37,30,19,,,,,,,37,42,26,,,16,,,,,,,,1,1,1,1,,,0,,,,0.30,4,4,4,4
File,"maven-maven-3.3.0/maven-aether-provider/src/test/java/org/apache/maven/repository/internal/MavenRepositorySystemUtilsTest.java",maven-maven-3.3.0/maven-aether-provider/src/test/java/org/apache/maven/repository/internal/MavenRepositorySystemUtilsTest.java,1,1,1,1,5,0,5,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,45,,,,7,,,,20,,,12,5,18,,,,,,,10,13,11,,,2,,,,,,,,1,1,1,1,,,0,,,,0.90,2,2,2,2
File,"maven-maven-3.3.0/maven-aether-provider/src/test/java/org/apache/maven/repository/internal/RepositorySystemTest.java",maven-maven-3.3.0/maven-aether-provider/src/test/java/org/apache/maven/repository/internal/RepositorySystemTest.java,1,1,1,1,12,1,10,1,,,,,1,0,0,13,,13,13,0,13,,0,2,0,11,,220,,,,34,,,,151,,,57,84,37,,,,,,,97,111,45,,,66,,,,,,,,1,1,1,1,,,0,,,,0.25,13,13,13,13
File,"maven-maven-3.3.0/maven-aether-provider/src/test/java/org/apache/maven/repository/internal/util/ConsoleRepositoryListener.java",maven-maven-3.3.0/maven-aether-provider/src/test/java/org/apache/maven/repository/internal/util/ConsoleRepositoryListener.java,1,1,1,1,4,0,4,0,,,,,1,0,0,20,,20,20,1,20,,0,1,0,19,,132,,,,25,,,,89,,,27,20,18,,,,,,,25,46,26,,,20,,,,,,,,2,2,2,1,,,0,,,,0.20,21,21,21,20
File,"maven-maven-3.3.0/maven-aether-provider/src/test/java/org/apache/maven/repository/internal/util/ConsoleTransferListener.java",maven-maven-3.3.0/maven-aether-provider/src/test/java/org/apache/maven/repository/internal/util/ConsoleTransferListener.java,1,1,1,1,9,0,8,0,,,,,1,0,0,13,,13,13,3,13,,0,5,1,7,,186,,,,31,,,,137,,,50,59,18,,,,,,,61,84,45,,,39,,,,,,,,5,5,5,4,,,2,,,,0.13,25,25,25,16
File,"maven-maven-3.3.0/maven-aether-provider/src/test/resources/repo/org/apache/maven/its/dep-mng5324/07.20.3-SNAPSHOT/maven-metadata.xml",maven-maven-3.3.0/maven-aether-provider/src/test/resources/repo/org/apache/maven/its/dep-mng5324/07.20.3-SNAPSHOT/maven-metadata.xml,0,0,0,0,49,2,29,19,,,,,0,,,0,,0,,,,,,,,,,49,0,0,0,2,0,0,0,29,0,0,,,19,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.66,0,0,0,0
File,"maven-maven-3.3.0/maven-aether-provider/src/test/resources/repo/org/apache/maven/its/dep-mng5459/0.4.0-SNAPSHOT/maven-metadata.xml",maven-maven-3.3.0/maven-aether-provider/src/test/resources/repo/org/apache/maven/its/dep-mng5459/0.4.0-SNAPSHOT/maven-metadata.xml,0,0,0,0,47,2,27,18,,,,,0,,,0,,0,,,,,,,,,,47,0,0,0,2,0,0,0,27,0,0,,,18,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.67,0,0,0,0
File,"maven-maven-3.3.0/maven-aether-provider/src/test/resources/repo/ut/simple/artifact/maven-metadata.xml",maven-maven-3.3.0/maven-aether-provider/src/test/resources/repo/ut/simple/artifact/maven-metadata.xml,0,0,0,0,34,2,14,18,,,,,0,,,0,,0,,,,,,,,,,34,0,0,0,2,0,0,0,14,0,0,,,18,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,1.29,0,0,0,0
File,"maven-maven-3.3.0/maven-aether-provider/src/test/resources/repo/ut/simple/dependency/maven-metadata.xml",maven-maven-3.3.0/maven-aether-provider/src/test/resources/repo/ut/simple/dependency/maven-metadata.xml,0,0,0,0,34,2,14,18,,,,,0,,,0,,0,,,,,,,,,,34,0,0,0,2,0,0,0,14,0,0,,,18,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,1.29,0,0,0,0
File,"maven-maven-3.3.0/maven-aether-provider/src/test/resources/repo/ut/simple/parent/maven-metadata.xml",maven-maven-3.3.0/maven-aether-provider/src/test/resources/repo/ut/simple/parent/maven-metadata.xml,0,0,0,0,34,2,14,18,,,,,0,,,0,,0,,,,,,,,,,34,0,0,0,2,0,0,0,14,0,0,,,18,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,1.29,0,0,0,0
File,"maven-maven-3.3.0/maven-artifact/pom.xml",maven-maven-3.3.0/maven-artifact/pom.xml,0,0,0,0,58,8,41,10,,,,,0,,,0,,0,,,,,,,,,,58,0,0,0,8,0,0,0,41,0,0,,,10,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.24,0,0,0,0
File,"maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/Artifact.java",maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/Artifact.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,45,45,12,45,,45,0,0,0,,161,,,,63,,,,75,,,73,12,24,,,,,,,69,70,70,,,0,,,,,,,,0,0,0,0,,,0,,,,0.32,0,0,0,0
File,"maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/ArtifactUtils.java",maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/ArtifactUtils.java,2,2,2,1,14,1,11,1,,,,,1,12,0,12,,12,0,0,12,,0,1,0,11,,215,,,,30,,,,152,,,27,65,33,,,,,,,50,85,29,,,56,,,,,,,,4,4,4,4,,,2,,,,0.22,32,32,32,15
File,"maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/DefaultArtifact.java",maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/DefaultArtifact.java,1,1,1,1,7,0,7,0,,,,,1,0,0,58,,58,58,19,58,,0,4,2,52,,597,,,,106,,,,461,,,108,168,30,,,,,,,160,250,102,,,148,,,,,,,,9,9,9,8,,,5,,,,0.07,91,91,98,65
File,"maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/InvalidArtifactRTException.java",maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/InvalidArtifactRTException.java,1,1,1,1,6,0,6,0,,,,,1,0,0,9,,9,9,5,9,,0,0,0,9,,100,,,,14,,,,64,,,26,18,22,,,,,,,24,34,16,,,18,,,,,,,,1,1,1,1,,,0,,,,0.34,9,9,9,9
File,"maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/handler/ArtifactHandler.java",maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/handler/ArtifactHandler.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,7,7,1,7,,7,0,0,0,,42,,,,9,,,,12,,,10,1,21,,,,,,,9,10,10,,,0,,,,,,,,0,0,0,0,,,0,,,,1.75,0,0,0,0
File,"maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/metadata/ArtifactMetadata.java",maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/metadata/ArtifactMetadata.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,27,,,,2,,,,7,,,5,0,18,,,,,,,2,3,3,,,0,,,,,,,,0,0,0,0,,,0,,,,2.57,0,0,0,0
File,"maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/repository/ArtifactRepository.java",maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/repository/ArtifactRepository.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,28,28,0,28,,28,0,0,0,,135,,,,30,,,,40,,,38,0,65,,,,,,,34,35,35,,,0,,,,,,,,0,0,0,0,,,0,,,,1.62,0,0,0,0
File,"maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/repository/ArtifactRepositoryPolicy.java",maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/repository/ArtifactRepositoryPolicy.java,2,2,2,1,11,0,10,0,,,,,1,0,7,14,,14,14,3,14,,0,2,0,12,,222,,,,34,,,,163,,,36,73,25,,,,,,,60,92,35,,,57,,,,,,,,6,6,6,4,,,2,,,,0.15,31,31,33,19
File,"maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/repository/Authentication.java",maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/repository/Authentication.java,1,1,1,1,8,0,4,4,,,,,1,0,0,9,,9,9,4,9,,0,0,0,9,,126,,,,16,,,,45,,,15,10,65,,,,,,,15,25,15,,,10,,,,,,,,1,1,1,1,,,0,,,,1.44,9,9,9,9
File,"maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/repository/layout/ArtifactRepositoryLayout.java",maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/repository/layout/ArtifactRepositoryLayout.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,4,4,1,4,,4,0,0,0,,38,,,,7,,,,12,,,10,1,19,,,,,,,9,10,10,,,0,,,,,,,,0,0,0,0,,,0,,,,1.58,0,0,0,0
File,"maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/repository/layout/ArtifactRepositoryLayout2.java",maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/repository/layout/ArtifactRepositoryLayout2.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,31,,,,4,,,,9,,,7,0,18,,,,,,,4,5,5,,,0,,,,,,,,0,0,0,0,,,0,,,,2.00,0,0,0,0
File,"maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/repository/metadata/RepositoryMetadataStoreException.java",maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/repository/metadata/RepositoryMetadataStoreException.java,1,1,1,1,4,0,4,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,40,,,,3,,,,14,,,6,2,23,,,,,,,3,6,4,,,2,,,,,,,,1,1,1,1,,,0,,,,1.64,2,2,2,2
File,"maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/AbstractArtifactResolutionException.java",maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/AbstractArtifactResolutionException.java,1,1,1,1,15,1,13,0,,,,,1,3,1,18,,18,15,9,18,,0,1,7,10,,347,,,,51,,,,268,,,82,128,28,,,,,,,131,162,44,,,118,,,,,,,,8,8,9,1,,,4,,,,0.10,31,31,34,18
File,"maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/ArtifactNotFoundException.java",maven-maven-3.3.0/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/ArtifactNotFoundException.java,1,1,1,1,6,0,6,0,,,,,1,0,0,6,,6,6,1,6,,0,1,2,3,,85,,,,14,,,,50,,,21,15,21,,,,,,,13,20,12,,,8,,,,,,,,1,1,1,1,,,0,,,,0.42,6,6,6,6
