,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,NumRevision,NumAdded,NumDeleted,NumAuthor,Label
0,freeswitch-1.5.0/build/print_git_revision.c,0.0,15.0,0.0,8.0,82.0,3.0,5.0,5.0,5.0,4.0,15.0,0.0,15.0,0.0,0.0,5.0,93.0,8.0,76.0,31.0,56.0,3.0,0.0,6.0,61.0,107.0,46.0,0.0,61.0,8.0,8.0,9.0,7.0,3.0,0.04,25.0,25.0,27.0,21.0,5,114,29,1,0
1,freeswitch-1.5.0/libs/apr-util/buckets/apr_brigade.c,3.0,9.0,3.0,101.0,498.0,114.0,2.0,2.0,2.0,1.0,14.0,3.0,9.0,3.0,0.0,2.0,702.0,101.0,484.0,5.0,6.0,114.0,1.0,14.0,261.0,11.0,7.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,0.24,3.0,3.0,3.0,2.0,1,605,0,1,0
2,freeswitch-1.5.0/libs/apr-util/buckets/apr_buckets.c,0.0,0.0,0.0,6.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,6.0,24.0,0.0,0.0,15.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,1,40,0,1,0
3,freeswitch-1.5.0/libs/apr-util/buckets/apr_buckets_alloc.c,3.0,11.0,0.0,26.0,139.0,19.0,1.0,1.0,1.0,1.0,14.0,3.0,6.0,0.0,0.0,1.0,184.0,25.0,98.0,14.0,3.0,18.0,27.0,19.0,66.0,16.0,14.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.18,1.0,1.0,1.0,1.0,1,158,0,1,0
4,freeswitch-1.5.0/libs/apr-util/buckets/apr_buckets_eos.c,0.0,7.0,0.0,7.0,32.0,15.0,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,0.0,1.0,54.0,7.0,31.0,2.0,1.0,15.0,0.0,1.0,14.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.48,1.0,1.0,1.0,1.0,1,48,0,1,0
5,freeswitch-1.5.0/libs/apr-util/buckets/apr_buckets_file.c,5.0,34.0,8.0,31.0,165.0,36.0,4.0,4.0,5.0,2.0,45.0,4.0,25.0,6.0,0.0,2.0,228.0,25.0,102.0,16.0,19.0,29.0,57.0,20.0,75.0,38.0,16.0,1.0,21.0,6.0,6.0,7.0,3.0,3.0,0.28,8.0,8.0,9.0,4.0,1,197,0,1,0
6,freeswitch-1.5.0/libs/apr-util/buckets/apr_buckets_flush.c,0.0,7.0,0.0,7.0,32.0,15.0,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,0.0,1.0,54.0,7.0,31.0,2.0,1.0,15.0,0.0,1.0,14.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.48,1.0,1.0,1.0,1.0,1,48,0,1,0
7,freeswitch-1.5.0/libs/apr-util/buckets/apr_buckets_heap.c,1.0,8.0,0.0,13.0,63.0,20.0,2.0,2.0,2.0,1.0,9.0,1.0,8.0,0.0,0.0,2.0,96.0,13.0,60.0,7.0,6.0,20.0,0.0,3.0,27.0,10.0,6.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,0.33,3.0,3.0,3.0,2.0,1,83,0,1,0
8,freeswitch-1.5.0/libs/apr-util/buckets/apr_buckets_mmap.c,0.0,0.0,0.0,26.0,89.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,2.0,0.0,0.0,0.0,15.0,124.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,119,0,1,0
9,freeswitch-1.5.0/libs/apr-util/buckets/apr_buckets_pipe.c,5.0,40.0,15.0,12.0,66.0,43.0,8.0,8.0,9.0,1.0,58.0,5.0,40.0,15.0,0.0,1.0,119.0,12.0,65.0,16.0,18.0,43.0,0.0,1.0,35.0,41.0,17.0,1.0,23.0,8.0,8.0,9.0,1.0,3.0,0.66,8.0,8.0,9.0,1.0,1,108,0,1,0
10,freeswitch-1.5.0/libs/apr-util/buckets/apr_buckets_pool.c,1.0,12.0,10.0,17.0,74.0,52.0,2.0,2.0,2.0,1.0,23.0,1.0,12.0,10.0,0.0,3.0,142.0,17.0,71.0,13.0,10.0,52.0,0.0,3.0,35.0,19.0,12.0,0.0,7.0,3.0,3.0,3.0,1.0,2.0,0.73,6.0,6.0,6.0,3.0,1,125,0,1,0
11,freeswitch-1.5.0/libs/apr-util/buckets/apr_buckets_refcount.c,0.0,0.0,0.0,11.0,37.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,11.0,36.0,0.0,0.0,16.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,1,53,0,1,0
12,freeswitch-1.5.0/libs/apr-util/buckets/apr_buckets_simple.c,0.0,0.0,0.0,20.0,93.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,20.0,92.0,0.0,0.0,25.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,1,117,0,1,0
13,freeswitch-1.5.0/libs/apr-util/buckets/apr_buckets_socket.c,5.0,37.0,18.0,12.0,63.0,41.0,7.0,7.0,8.0,1.0,58.0,5.0,37.0,18.0,0.0,1.0,114.0,12.0,62.0,15.0,16.0,41.0,0.0,1.0,34.0,38.0,16.0,1.0,21.0,7.0,7.0,8.0,1.0,3.0,0.66,7.0,7.0,8.0,1.0,1,102,0,1,0
14,freeswitch-1.5.0/libs/apr-util/crypto/apr_md4.c,0.0,0.0,0.0,52.0,265.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,48.0,160.0,11.0,7.0,131.0,76.0,43.0,142.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,1,357,0,1,0
15,freeswitch-1.5.0/libs/apr-util/crypto/apr_md5.c,1.0,9.0,1.0,92.0,449.0,262.0,2.0,2.0,2.0,1.0,10.0,1.0,9.0,1.0,0.0,1.0,733.0,81.0,297.0,14.0,11.0,252.0,104.0,77.0,258.0,9.0,6.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,0.85,2.0,2.0,2.0,1.0,1,641,0,1,0
16,freeswitch-1.5.0/libs/apr-util/crypto/apr_sha1.c,2.0,27.0,1.0,41.0,268.0,69.0,2.0,2.0,2.0,1.0,29.0,2.0,21.0,1.0,0.0,3.0,372.0,38.0,169.0,9.0,7.0,65.0,75.0,31.0,231.0,21.0,9.0,0.0,12.0,3.0,3.0,3.0,1.0,2.0,0.38,7.0,7.0,7.0,3.0,1,331,0,1,0
17,freeswitch-1.5.0/libs/apr-util/crypto/getuuid.c,3.0,13.0,3.0,36.0,128.0,51.0,1.0,1.0,1.0,1.0,18.0,3.0,10.0,3.0,0.0,6.0,209.0,33.0,78.0,34.0,14.0,48.0,20.0,39.0,56.0,40.0,29.0,0.0,11.0,2.0,2.0,2.0,1.0,1.0,0.62,7.0,7.0,7.0,6.0,3,176,2,1,0
18,freeswitch-1.5.0/libs/apr-util/crypto/uuid.c,0.0,0.0,0.0,20.0,92.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,17.0,56.0,0.0,0.0,19.0,31.0,8.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,1,110,0,1,0
19,freeswitch-1.5.0/libs/apr-util/dbd/apr_dbd.c,1.0,5.0,4.0,22.0,258.0,26.0,1.0,1.0,1.0,1.0,10.0,1.0,5.0,4.0,0.0,1.0,303.0,16.0,180.0,2.0,1.0,23.0,53.0,43.0,80.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.13,1.0,1.0,1.0,1.0,1,281,0,1,0
20,freeswitch-1.5.0/libs/apr-util/dbd/apr_dbd_pgsql.c,0.0,0.0,0.0,65.0,570.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,2.0,0.0,0.0,0.0,15.0,644.0,16.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,600,0,1,0
21,freeswitch-1.5.0/libs/apr-util/dbd/apr_dbd_sqlite2.c,0.0,0.0,0.0,64.0,296.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,2.0,0.0,0.0,0.0,15.0,376.0,10.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,331,0,1,0
22,freeswitch-1.5.0/libs/apr-util/dbd/apr_dbd_sqlite3.c,0.0,0.0,0.0,90.0,611.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.0,2.0,0.0,0.0,0.0,15.0,703.0,56.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,634,0,1,0
23,freeswitch-1.5.0/libs/apr-util/dbm/apr_dbm.c,0.0,0.0,0.0,26.0,155.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,26.0,88.0,0.0,0.0,30.0,35.0,39.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,1,181,0,1,0
24,freeswitch-1.5.0/libs/apr-util/dbm/apr_dbm_berkeleydb.c,0.0,0.0,0.0,67.0,283.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,5.0,0.0,0.0,0.0,16.0,373.0,68.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,336,0,1,0
25,freeswitch-1.5.0/libs/apr-util/dbm/apr_dbm_gdbm.c,0.0,0.0,0.0,57.0,178.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,4.0,0.0,0.0,0.0,16.0,245.0,27.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,213,0,1,0
26,freeswitch-1.5.0/libs/apr-util/dbm/apr_dbm_ndbm.c,0.0,0.0,0.0,46.0,147.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,4.0,0.0,0.0,0.0,16.0,202.0,17.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,181,0,1,0
27,freeswitch-1.5.0/libs/apr-util/dbm/apr_dbm_sdbm.c,0.0,0.0,0.0,57.0,174.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,3.0,0.0,0.0,0.0,16.0,240.0,28.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,208,0,1,0
28,freeswitch-1.5.0/libs/apr-util/dbm/sdbm/sdbm.c,9.0,28.0,14.0,105.0,339.0,148.0,7.0,7.0,7.0,3.0,50.0,9.0,28.0,14.0,0.0,2.0,588.0,105.0,320.0,30.0,31.0,148.0,1.0,18.0,161.0,52.0,22.0,0.0,30.0,11.0,11.0,12.0,6.0,2.0,0.46,13.0,13.0,14.0,7.0,1,495,0,1,0
29,freeswitch-1.5.0/libs/apr-util/dbm/sdbm/sdbm_hash.c,5.0,23.0,1.0,8.0,25.0,31.0,11.0,4.0,11.0,1.0,28.0,5.0,16.0,1.0,0.0,1.0,63.0,8.0,16.0,3.0,12.0,31.0,2.0,7.0,13.0,23.0,3.0,0.0,20.0,11.0,4.0,11.0,1.0,3.0,1.94,11.0,4.0,11.0,1.0,1,55,0,1,0
30,freeswitch-1.5.0/libs/apr-util/dbm/sdbm/sdbm_lock.c,0.0,0.0,0.0,8.0,46.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,8.0,41.0,0.0,0.0,24.0,0.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1,70,0,1,0
31,freeswitch-1.5.0/libs/apr-util/dbm/sdbm/sdbm_pair.c,3.0,21.0,3.0,43.0,195.0,83.0,3.0,3.0,4.0,2.0,27.0,3.0,19.0,3.0,0.0,9.0,319.0,41.0,173.0,46.0,315.0,83.0,14.0,11.0,129.0,125.0,48.0,3.0,74.0,6.0,6.0,8.0,5.0,3.0,0.48,28.0,28.0,34.0,19.0,1,276,0,1,0
32,freeswitch-1.5.0/libs/apr-util/encoding/apr_base64.c,0.0,0.0,0.0,27.0,209.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,22.0,115.0,40.0,40.0,37.0,87.0,16.0,92.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,1,243,0,1,0
33,freeswitch-1.5.0/libs/apr-util/hooks/apr_hooks.c,3.0,29.0,1.0,48.0,323.0,34.0,8.0,8.0,9.0,6.0,32.0,3.0,29.0,1.0,0.0,4.0,402.0,46.0,256.0,54.0,68.0,34.0,32.0,43.0,182.0,158.0,64.0,3.0,91.0,14.0,14.0,15.0,12.0,6.0,0.13,32.0,32.0,34.0,26.0,1,355,0,1,0
34,freeswitch-1.5.0/libs/apr-util/ldap/apr_ldap_init.c,0.0,0.0,0.0,28.0,80.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,3.0,0.0,0.0,0.0,23.0,156.0,19.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,162,0,1,0
35,freeswitch-1.5.0/libs/apr-util/ldap/apr_ldap_option.c,0.0,0.0,0.0,43.0,457.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,4.0,0.0,0.0,0.0,22.0,564.0,62.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,558,0,1,0
36,freeswitch-1.5.0/libs/apr-util/ldap/apr_ldap_url.c,0.0,0.0,0.0,122.0,413.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,5.0,0.0,0.0,0.0,69.0,614.0,21.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,572,0,1,0
37,freeswitch-1.5.0/libs/apr-util/misc/apr_date.c,0.0,0.0,0.0,112.0,354.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0,112.0,341.0,0.0,0.0,159.0,2.0,13.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,1,506,0,1,0
38,freeswitch-1.5.0/libs/apr-util/misc/apr_queue.c,0.0,0.0,0.0,63.0,316.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,4.0,0.0,0.0,0.0,16.0,423.0,24.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,396,1,2,0
39,freeswitch-1.5.0/libs/apr-util/misc/apr_reslist.c,0.0,0.0,0.0,46.0,259.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,3.0,0.0,0.0,0.0,16.0,348.0,10.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,330,0,1,0
40,freeswitch-1.5.0/libs/apr-util/misc/apr_rmm.c,6.0,36.0,3.0,70.0,303.0,75.0,8.0,8.0,8.0,2.0,45.0,6.0,36.0,3.0,0.0,3.0,446.0,70.0,296.0,32.0,62.0,75.0,0.0,7.0,161.0,81.0,31.0,0.0,50.0,12.0,12.0,12.0,4.0,3.0,0.25,25.0,25.0,25.0,8.0,1,380,0,1,0
41,freeswitch-1.5.0/libs/apr-util/misc/apu_version.c,0.0,0.0,0.0,4.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,11.0,0.0,0.0,16.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,1,33,0,1,0
42,freeswitch-1.5.0/libs/apr-util/strmatch/apr_strmatch.c,0.0,17.0,0.0,10.0,90.0,18.0,3.0,3.0,3.0,3.0,17.0,0.0,17.0,0.0,0.0,3.0,118.0,10.0,85.0,23.0,23.0,18.0,0.0,5.0,48.0,33.0,18.0,0.0,15.0,4.0,4.0,4.0,4.0,3.0,0.21,9.0,9.0,9.0,9.0,1,108,0,1,0
43,freeswitch-1.5.0/libs/apr-util/test/abts.c,2.0,16.0,0.0,65.0,326.0,25.0,4.0,4.0,4.0,2.0,18.0,2.0,16.0,0.0,0.0,20.0,416.0,65.0,322.0,56.0,154.0,25.0,0.0,4.0,178.0,227.0,57.0,0.0,170.0,10.0,10.0,10.0,7.0,2.0,0.08,78.0,78.0,87.0,49.0,1,359,0,1,0
44,freeswitch-1.5.0/libs/apr-util/test/dbd.c,1.0,36.0,1.0,13.0,375.0,20.0,6.0,5.0,6.0,3.0,37.0,1.0,36.0,1.0,0.0,10.0,407.0,13.0,370.0,103.0,217.0,20.0,0.0,5.0,225.0,326.0,88.0,9.0,229.0,18.0,14.0,19.0,8.0,3.0,0.05,57.0,53.0,58.0,31.0,1,394,0,1,0
45,freeswitch-1.5.0/libs/apr-util/test/nw_misc.c,0.0,4.0,0.0,3.0,7.0,6.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,1.0,16.0,3.0,4.0,2.0,1.0,6.0,0.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5,1.0,1.0,1.0,1.0,1,13,0,1,0
46,freeswitch-1.5.0/libs/apr-util/test/testbuckets.c,5.0,20.0,1.0,111.0,347.0,32.0,3.0,3.0,3.0,1.0,26.0,5.0,20.0,1.0,0.0,17.0,490.0,111.0,340.0,94.0,117.0,32.0,0.0,7.0,226.0,295.0,107.0,45.0,143.0,15.0,15.0,15.0,1.0,3.0,0.09,43.0,43.0,43.0,17.0,1,392,0,1,0
47,freeswitch-1.5.0/libs/apr-util/test/testdate.c,3.0,19.0,1.0,20.0,164.0,83.0,2.0,2.0,2.0,1.0,22.0,3.0,19.0,1.0,0.0,4.0,198.0,20.0,154.0,103.0,186.0,83.0,0.0,10.0,50.0,53.0,33.0,0.0,20.0,4.0,4.0,4.0,1.0,2.0,0.54,8.0,8.0,8.0,4.0,1,184,0,1,0
48,freeswitch-1.5.0/libs/apr-util/test/testdbd.c,3.0,10.0,0.0,43.0,175.0,15.0,1.0,1.0,1.0,1.0,12.0,3.0,7.0,0.0,0.0,2.0,233.0,11.0,13.0,5.0,5.0,15.0,178.0,16.0,108.0,11.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.15,2.0,2.0,2.0,2.0,1,190,0,1,0
49,freeswitch-1.5.0/libs/apr-util/test/testdbm.c,5.0,47.0,0.0,50.0,348.0,30.0,7.0,5.0,7.0,2.0,52.0,5.0,43.0,0.0,0.0,6.0,425.0,50.0,292.0,100.0,118.0,30.0,13.0,45.0,187.0,179.0,75.0,3.0,101.0,19.0,11.0,19.0,7.0,3.0,0.1,39.0,30.0,39.0,14.0,1,375,0,1,0
50,freeswitch-1.5.0/libs/apr-util/test/testldap.c,3.0,14.0,1.0,47.0,155.0,51.0,1.0,1.0,1.0,1.0,17.0,1.0,4.0,1.0,0.0,1.0,250.0,9.0,4.0,1.0,1.0,49.0,170.0,21.0,74.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,12.25,1.0,1.0,1.0,1.0,1,207,0,1,0
51,freeswitch-1.5.0/libs/apr-util/test/testmd4.c,2.0,12.0,0.0,14.0,65.0,40.0,2.0,2.0,2.0,1.0,14.0,2.0,12.0,0.0,0.0,2.0,119.0,12.0,45.0,41.0,35.0,40.0,12.0,10.0,26.0,32.0,18.0,5.0,9.0,2.0,2.0,2.0,1.0,1.0,0.89,3.0,3.0,3.0,2.0,1,106,0,1,0
52,freeswitch-1.5.0/libs/apr-util/test/testmd5.c,2.0,12.0,0.0,10.0,53.0,15.0,2.0,2.0,2.0,1.0,13.0,2.0,12.0,0.0,0.0,2.0,78.0,10.0,45.0,30.0,24.0,15.0,0.0,8.0,19.0,32.0,18.0,5.0,9.0,2.0,2.0,2.0,1.0,1.0,0.33,3.0,3.0,3.0,2.0,1,69,0,1,0
53,freeswitch-1.5.0/libs/apr-util/test/testpass.c,2.0,9.0,0.0,22.0,89.0,29.0,1.0,1.0,1.0,1.0,11.0,2.0,8.0,0.0,0.0,4.0,140.0,16.0,48.0,40.0,41.0,28.0,33.0,16.0,37.0,30.0,19.0,1.0,10.0,2.0,2.0,2.0,1.0,1.0,0.58,5.0,5.0,5.0,4.0,1,120,0,1,0
54,freeswitch-1.5.0/libs/apr-util/test/testqueue.c,0.0,7.0,0.0,32.0,232.0,25.0,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,0.0,1.0,282.0,2.0,7.0,2.0,1.0,17.0,242.0,17.0,145.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.43,1.0,1.0,1.0,1.0,1,252,0,1,0
55,freeswitch-1.5.0/libs/apr-util/test/testreslist.c,0.0,5.0,0.0,45.0,224.0,37.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,300.0,5.0,5.0,2.0,1.0,17.0,266.0,19.0,137.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.4,1.0,1.0,1.0,1.0,1,256,0,1,0
56,freeswitch-1.5.0/libs/apr-util/test/testrmm.c,0.0,0.0,0.0,43.0,217.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,3.0,0.0,0.0,0.0,17.0,247.0,20.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,241,0,1,0
57,freeswitch-1.5.0/libs/apr-util/test/teststrmatch.c,8.0,24.0,0.0,20.0,57.0,15.0,1.0,1.0,1.0,1.0,31.0,8.0,24.0,0.0,0.0,2.0,92.0,20.0,47.0,16.0,23.0,15.0,1.0,10.0,41.0,43.0,16.0,1.0,26.0,1.0,1.0,1.0,1.0,0.0,0.32,2.0,2.0,2.0,2.0,1,73,0,1,0
58,freeswitch-1.5.0/libs/apr-util/test/testuri.c,2.0,19.0,0.0,18.0,197.0,15.0,1.0,1.0,1.0,1.0,21.0,2.0,19.0,0.0,0.0,3.0,230.0,18.0,162.0,39.0,4.0,15.0,27.0,8.0,65.0,42.0,39.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.09,3.0,3.0,3.0,3.0,1,212,0,1,0
59,freeswitch-1.5.0/libs/apr-util/test/testutil.c,1.0,10.0,0.0,7.0,26.0,15.0,3.0,3.0,3.0,1.0,11.0,1.0,10.0,0.0,0.0,2.0,48.0,7.0,21.0,11.0,9.0,15.0,0.0,5.0,9.0,22.0,12.0,2.0,8.0,3.0,3.0,3.0,1.0,1.0,0.71,5.0,5.0,5.0,2.0,1,42,0,1,0
60,freeswitch-1.5.0/libs/apr-util/test/testuuid.c,2.0,9.0,0.0,10.0,30.0,16.0,1.0,1.0,1.0,1.0,11.0,2.0,9.0,0.0,0.0,3.0,56.0,10.0,27.0,12.0,32.0,16.0,0.0,3.0,16.0,24.0,12.0,3.0,9.0,1.0,1.0,1.0,1.0,0.0,0.59,3.0,3.0,3.0,3.0,1,46,0,1,0
61,freeswitch-1.5.0/libs/apr-util/test/testxlate.c,2.0,20.0,1.0,16.0,89.0,19.0,2.0,2.0,3.0,1.0,22.0,2.0,19.0,1.0,0.0,4.0,124.0,16.0,80.0,29.0,40.0,19.0,0.0,9.0,41.0,53.0,28.0,0.0,25.0,3.0,3.0,5.0,1.0,1.0,0.24,9.0,9.0,11.0,4.0,1,108,0,1,0
62,freeswitch-1.5.0/libs/apr-util/test/testxml.c,2.0,33.0,0.0,20.0,179.0,22.0,6.0,6.0,6.0,4.0,35.0,2.0,33.0,0.0,0.0,5.0,219.0,20.0,169.0,41.0,89.0,21.0,2.0,9.0,92.0,123.0,40.0,0.0,83.0,9.0,9.0,9.0,7.0,3.0,0.12,32.0,32.0,32.0,20.0,1,199,0,1,0
63,freeswitch-1.5.0/libs/apr-util/uri/apr_uri.c,0.0,0.0,0.0,37.0,310.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,37.0,273.0,5.0,0.0,124.0,19.0,19.0,99.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1,425,0,1,0
64,freeswitch-1.5.0/libs/apr-util/xlate/xlate.c,0.0,0.0,0.0,67.0,329.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,9.0,28.0,0.0,0.0,20.0,394.0,49.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,1,391,0,1,0
65,freeswitch-1.5.0/libs/apr-util/xml/apr_xml.c,7.0,33.0,14.0,146.0,671.0,176.0,7.0,7.0,9.0,4.0,53.0,7.0,33.0,14.0,0.0,5.0,976.0,140.0,575.0,49.0,98.0,174.0,84.0,21.0,361.0,149.0,51.0,2.0,96.0,21.0,21.0,31.0,14.0,4.0,0.3,33.0,33.0,43.0,23.0,1,830,0,1,0
66,freeswitch-1.5.0/libs/apr-util/xml/expat/lib/xmlparse.c,1.0,34.0,1.0,254.0,4306.0,131.0,5.0,4.0,5.0,3.0,35.0,1.0,31.0,1.0,0.0,110.0,4650.0,243.0,3718.0,675.0,4392.0,112.0,386.0,250.0,2183.0,1652.0,588.0,158.0,906.0,111.0,51.0,112.0,58.0,6.0,0.03,579.0,468.0,585.0,395.0,3,4398,0,1,0
