,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,NumRevision,NumAdded,NumDeleted,NumAuthor,Label
187,spring-boot-1.4.0.RELEASE/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/metrics/integration/SpringIntegrationMetricReader.java,1.0,1.0,1.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,0.0,1.0,0.0,4.0,99.0,11.0,66.0,27.0,37.0,22.0,35.0,45.0,24.0,21.0,3.0,3.0,3.0,1.0,1.0,0.33,7,7,7,5,5,121,33,3,0
188,spring-boot-1.4.0.RELEASE/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/metrics/jmx/DefaultMetricNamingStrategy.java,5.0,5.0,5.0,1.0,21.0,0.0,21.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,65.0,8.0,32.0,18.0,16.0,25.0,18.0,23.0,15.0,8.0,5.0,5.0,5.0,1.0,2.0,0.78,5,5,5,1,3,62,5,2,0
189,spring-boot-1.4.0.RELEASE/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/metrics/jmx/JmxMetricWriter.java,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,14.0,14.0,14.0,6.0,14.0,0.0,2.0,0.0,12.0,169.0,30.0,108.0,56.0,39.0,31.0,49.0,71.0,45.0,26.0,4.0,4.0,4.0,1.0,2.0,0.29,20,20,20,14,7,154,15,4,0
190,spring-boot-1.4.0.RELEASE/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/metrics/jmx/package-info.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,1.0,0.0,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,0,0,2,19,0,2,0
191,spring-boot-1.4.0.RELEASE/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/metrics/opentsdb/DefaultOpenTsdbNamingStrategy.java,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,79.0,12.0,28.0,15.0,13.0,39.0,17.0,22.0,14.0,8.0,2.0,2.0,2.0,1.0,1.0,1.39,4,4,4,3,4,76,9,2,0
192,spring-boot-1.4.0.RELEASE/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/metrics/opentsdb/OpenTsdbData.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,12.0,12.0,12.0,3.0,12.0,0.0,0.0,1.0,11.0,85.0,19.0,45.0,18.0,14.0,21.0,19.0,32.0,18.0,14.0,1.0,1.0,1.0,1.0,0.0,0.47,12,12,12,12,2,66,0,2,0
193,spring-boot-1.4.0.RELEASE/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/metrics/opentsdb/OpenTsdbGaugeWriter.java,1.0,1.0,1.0,1.0,6.0,0.0,5.0,1.0,1.0,0.0,3.0,11.0,11.0,11.0,6.0,11.0,0.0,1.0,0.0,10.0,171.0,26.0,94.0,50.0,43.0,52.0,52.0,70.0,45.0,25.0,3.0,3.0,3.0,1.0,1.0,0.55,15,15,15,11,5,150,5,4,0
194,spring-boot-1.4.0.RELEASE/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/metrics/opentsdb/OpenTsdbName.java,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,7.0,7.0,2.0,7.0,0.0,0.0,1.0,6.0,61.0,13.0,27.0,13.0,7.0,21.0,11.0,19.0,13.0,6.0,1.0,1.0,1.0,1.0,0.0,0.78,7,7,7,7,2,48,0,2,0
195,spring-boot-1.4.0.RELEASE/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/metrics/opentsdb/OpenTsdbNamingStrategy.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,34.0,4.0,4.0,3.0,0.0,26.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0,0,0,0,3,31,1,2,0
196,spring-boot-1.4.0.RELEASE/spring-boot-actuator/src/main/java/org/springframework/boot/actuate/metrics/opentsdb/package-info.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,1.0,0.0,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,0,0,2,19,0,2,0
