,Name,NumRevision,NumAdded,NumDeleted,NumAuthor,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountClassCoupledamin,CountDeclClassMethodamin,CountDeclClassVariableamin,CountDeclMethodAllamin,CountDeclMethodPrivateamin,CountDeclMethodPublicamin,MaxInheritanceTreeamin,PercentLackOfCohesionamin,CountDeclInstanceMethodamin,CountDeclInstanceVariableamin,CountClassCoupledamax,CountDeclClassMethodamax,CountDeclClassVariableamax,CountDeclMethodAllamax,CountDeclMethodPrivateamax,CountDeclMethodPublicamax,MaxInheritanceTreeamax,PercentLackOfCohesionamax,CountDeclInstanceMethodamax,CountDeclInstanceVariableamax,CountClassCoupledaverage,CountDeclClassMethodaverage,CountDeclClassVariableaverage,CountDeclMethodAllaverage,CountDeclMethodPrivateaverage,CountDeclMethodPublicaverage,MaxInheritanceTreeaverage,PercentLackOfCohesionaverage,CountDeclInstanceMethodaverage,CountDeclInstanceVariableaverage,Label
255,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/path/DefaultUrlNormalizer.java,4,61,3,3,6.0,6.0,7.0,5.0,29.0,2.0,27.0,0.0,1.0,1.0,1.0,65,7,35,23,18,7,11,6.0,6.0,5.0,3,0.66,6,6,7,5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0
256,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/path/ModelUrlNormalizer.java,2,39,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,42,5,7,30,5,5,0,0.0,0.0,0.0,0,4.29,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
257,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/path/DefaultModelUrlNormalizer.java,4,74,1,3,2.0,2.0,2.0,1.0,12.0,1.0,11.0,0.0,1.0,3.0,3.0,84,11,49,24,29,16,13,5.0,5.0,1.0,2,0.49,7,7,7,3,2.0,0.0,0.0,3.0,1.0,2.0,1.0,33.0,3.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,33.0,3.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,33.0,3.0,1.0,0
258,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/path/DefaultModelPathTranslator.java,6,93,3,3,3.0,3.0,3.0,1.0,20.0,4.0,16.0,0.0,1.0,3.0,3.0,111,21,67,23,44,22,22,8.0,8.0,1.0,3,0.34,10,10,11,3,2.0,0.0,0.0,3.0,1.0,2.0,1.0,33.0,3.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,33.0,3.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,33.0,3.0,1.0,0
259,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/io/DefaultModelReader.java,9,146,28,3,2.0,2.0,2.0,1.0,12.0,0.0,12.0,0.0,1.0,6.0,6.0,134,16,95,23,46,25,21,3.0,3.0,3.0,2,0.24,13,13,14,8,1.0,0.0,0.0,6.0,3.0,3.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,6.0,3.0,3.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,6.0,3.0,3.0,1.0,0.0,6.0,0.0,0
260,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/io/DefaultModelWriter.java,3,104,1,3,3.0,3.0,3.0,1.0,22.0,2.0,20.0,0.0,1.0,3.0,3.0,118,15,80,23,40,18,22,4.0,4.0,1.0,2,0.29,10,10,11,3,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,3.0,0.0,0
261,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/io/ModelWriter.java,3,72,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,74,8,16,50,11,11,0,0.0,0.0,0.0,0,3.12,0,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0
262,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/io/ModelParseException.java,4,92,9,2,1.0,1.0,1.0,1.0,11.0,0.0,5.0,6.0,1.0,4.0,4.0,93,10,29,54,18,9,9,1.0,1.0,1.0,0,1.86,4,4,4,4,0.0,0.0,0.0,4.0,0.0,4.0,2.0,25.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,25.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,25.0,4.0,2.0,0
263,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/io/ModelReader.java,7,92,13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,89,10,18,61,13,13,0,0.0,0.0,0.0,0,3.39,0,0,0,0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0
264,maven-maven-3.3.0/maven-model-builder/src/main/java/org/apache/maven/model/plugin/LifecycleBindingsInjector.java,5,48,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,46,5,8,33,6,6,0,0.0,0.0,0.0,0,4.12,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
